date,oct,nov,dec,month,dte
2024-01-01,99.49671415301123,97.05547404685615,99.3711458733713,1,273
2024-01-02,98.86173569882881,101.38631042278982,98.39601481328418,1,272
2024-01-03,99.6476885381007,100.59717908672042,99.0865897874729,1,271
2024-01-04,100.52302985640803,98.19934936852361,98.84432276460792,1,270
2024-01-05,98.76584662527667,100.20940625497006,100.1677820616598,1,269
2024-01-06,98.76586304305081,98.84405920941472,99.25442084330122,1,268
2024-01-07,100.57921281550739,100.34055203575375,99.3376026620752,1,267
2024-01-08,99.76743472915291,101.98639202356314,98.58812303387754,1,266
2024-01-09,98.53052561406504,104.75805044843605,98.5123937759275,1,265
2024-01-10,99.54256004358596,96.28655350351946,98.56744181218038,1,264
2024-01-11,98.53658230718754,106.3991001239688,99.3944521423783,1,263
2024-01-12,98.53427024642974,94.1437366014325,98.57901551917973,1,262
2024-01-13,99.24196227156604,99.54464471489325,99.28977485689641,1,261
2024-01-14,97.0867197553422,101.76495161945373,101.07540079864543,1,260
2024-01-15,97.27508216748697,100.8429756032051,99.87112470343169,1,259
2024-01-16,98.43771247075902,98.13190144053821,98.67397646783216,1,258
2024-01-17,97.98716887966557,99.37563324892817,100.20121392216394,1,257
2024-01-18,99.31424733259527,98.5209971960235,98.59192462697845,1,256
2024-01-19,98.09197592447879,98.23190572916737,96.96187546482214,1,255
2024-01-20,97.58769629866471,102.54880629106307,97.9919136890826,1,254
2024-01-21,100.46564876892155,101.07104645789514,97.12920807897414,1,253
2024-01-22,98.77422369951347,97.92127121421804,98.6484865159587,1,252
2024-01-23,99.06752820468792,102.69879962629975,99.01841837918955,1,251
2024-01-24,97.57525181378654,100.92189856262983,100.67643731227528,1,250
2024-01-25,98.45561727547482,102.43858635651688,99.32692737376416,1,249
2024-01-26,99.11092258970987,101.88888652577084,98.78089947119113,1,248
2024-01-27,97.8490064225777,97.51301496723379,99.8294055811835,1,247
2024-01-28,99.37569801834567,98.31945687940909,96.78886469099211,1,246
2024-01-29,98.39936131008119,102.24188081536978,99.23561455810857,1,245
2024-01-30,98.70830625020672,101.8311107963004,99.77086519388696,1,244
2024-01-31,98.39829338777061,99.93729521810755,97.52141375422016,1,243
2024-02-01,100.85227818450893,100.35198214992634,100.14375404320693,2,242
2024-02-02,98.98650277526207,103.83299468736527,99.33849640749442,2,241
2024-02-03,97.9422890710441,98.2252858334925,98.5847120860992,2,240
2024-02-04,99.82254491210318,101.64129214351011,99.63278186610628,2,239
2024-02-05,97.77915635002898,99.39342204269832,101.27069285780439,2,238
2024-02-06,99.20886359500476,99.34695639031834,99.1818662550585,2,237
2024-02-07,97.04032987612023,103.29633055596157,99.24822058630033,2,236
2024-02-08,97.67181395110157,102.47624904696409,98.54063910045976,2,235
2024-02-09,99.19686123586912,102.44052890800191,98.15015563053521,2,234
2024-02-10,99.7384665799954,103.91643642146299,99.83033581654425,2,233
2024-02-11,99.17136828118997,100.06301152489827,98.14391617409113,2,232
2024-02-12,98.88435171761176,102.04585891388489,99.07156623721939,2,231
2024-02-13,98.69889630441071,99.06919973021964,98.52234255323488,2,230
2024-02-14,97.52147800963257,100.97249905746533,99.47897982574639,2,229
2024-02-15,98.2801557916053,99.60957083689695,99.33366210528695,2,228
2024-02-16,98.53936122904021,100.29098789497816,100.0375399442579,2,227
2024-02-17,100.05712222621892,101.78547107631074,98.48998360114525,2,226
2024-02-18,99.34361828956847,97.54533795029958,98.73012506470663,2,225
2024-02-19,97.23695984463727,106.27716182705637,98.0212362842177,2,224
2024-02-20,99.32408396939479,96.98194785550089,98.55570673992389,2,223
2024-02-21,98.61491771958369,96.3574341616368,99.37730049304486,2,222
2024-02-22,98.32307799969404,103.4743326205002,99.75698861664536,2,221
2024-02-23,99.61167628884087,102.3749880818888,98.07783467582237,2,220
2024-02-24,100.03099952249595,101.87235945115647,99.86960592010566,2,219
2024-02-25,99.9312801191162,101.88503652779283,100.35563785880495,2,218
2024-02-26,98.16078247677736,99.96325968145926,99.4134349032237,2,217
2024-02-27,98.69078762414878,97.3082368855425,100.87679581255807,2,216
2024-02-28,99.33126343140357,100.22741367458119,98.22621080089642,2,215
2024-02-29,99.97554512712236,97.96851486546366,97.75534529668859,2,214
2024-03-01,98.52082576215471,102.92535920025325,97.22127975109572,3,213
2024-03-02,98.81434102333618,99.55882785549359,100.49604431148919,3,212
2024-03-03,97.89366502599397,97.52350840962247,99.65436565635406,3,211
2024-03-04,97.80379337591933,99.03584247504102,98.94441532908955,3,210
2024-03-05,99.81252582239419,101.23879436282688,99.27996862631981,3,209
2024-03-06,100.35624002857082,98.30882634158807,97.87451095270163,3,208
2024-03-07,98.92798987841967,97.5333388133007,101.44575197961683,3,207
2024-03-08,100.00353289789203,100.73106163447574,99.12922118197523,3,206
2024-03-09,99.36163602504763,100.73489971332617,99.1093947946049,3,205
2024-03-10,98.35488024539488,98.47917047388661,99.72576662389869,3,204
2024-03-11,99.36139560550842,98.58688508314503,99.4810092317367,3,203
2024-03-12,100.53803656646596,100.6961498120729,99.22388402427913,3,202
2024-03-13,98.96417396089005,95.65574697550802,98.2095255445547,3,201
2024-03-14,100.56464365581401,95.77760867687033,99.47146835713599,3,200
2024-03-15,96.38025489591026,97.8446673362427,100.88202449647504,3,199
2024-03-16,99.82190250437522,99.35965854486446,100.34542004615498,3,198
2024-03-17,99.08704706823818,100.93272269679402,100.5931866266394,3,197
2024-03-18,98.70099264953413,104.42606865084866,98.48878432356881,3,196
2024-03-19,99.09176077653551,102.57297886960606,98.01039517974142,3,195
2024-03-20,97.0124310853991,99.52018441010972,98.87421307990036,3,194
2024-03-21,98.7803281121625,99.94295137629193,99.0557249122887,3,193
2024-03-22,99.35711257151175,96.99241190608657,100.09419151847095,3,192
2024-03-23,100.47789404474152,99.94446059202284,97.30753537028518,3,191
2024-03-24,98.48172978172636,99.13402408323958,100.52955031946061,3,190
2024-03-25,98.1915063971068,100.96815568101427,98.84199210142101,3,189
2024-03-26,98.49824295641547,97.51830716934303,98.57311893005257,3,188
2024-03-27,99.91540211770207,101.55803954272352,97.98789562473983,3,187
2024-03-28,99.32875110965969,104.59821673900774,97.34514332813423,3,186
2024-03-29,98.47023979623296,99.67371955462943,99.82317058396191,3,185
2024-03-30,99.51326743311336,101.20513516629683,99.0733179671884,3,184
2024-03-31,99.09707754934804,102.07043197513333,97.71003910025894,3,183
2024-04-01,99.9686449905329,98.7963385843425,97.70492122793638,4,182
2024-04-02,98.29794690612265,100.67227744543125,98.66421530070987,4,181
2024-04-03,98.67233785340223,100.03777720234538,100.6690215252894,4,180
2024-04-04,98.60789184686784,100.2930282956465,98.74040864863639,4,179
2024-04-05,97.53648505186788,97.6809706484336,97.4968570468819,4,178
2024-04-06,99.29612027706457,100.07353052277684,98.75425693591406,4,177
2024-04-07,99.26105527217989,101.49399487373636,98.72727643025233,4,176
2024-04-08,99.00511345664246,104.35343082338512,96.30311335705842,4,175
2024-04-09,98.76541286662486,102.87781247825562,98.94570513348219,4,174
2024-04-10,97.58462925794959,106.45954737253467,98.76906546979133,4,173
2024-04-11,98.57935467723465,97.69795731133586,99.69620636481342,4,172
2024-04-12,98.65728548347323,102.61696191016203,100.84895609494535,4,171
2024-04-13,98.19772273077838,100.55002601721506,100.12656502954776,4,170
2024-04-14,98.83871428833399,106.56940879965302,98.73111130944517,4,169
2024-04-15,99.40405085681454,97.57510514393455,97.89347409125833,4,168
2024-04-16,100.88618590121052,97.48083447345768,101.57335980324986,4,167
2024-04-17,99.17457781283184,98.20182206366793,99.05921843401448,4,166
2024-04-18,99.25755039072277,93.62831282707057,99.01392929191294,4,165
2024-04-19,98.92555408423384,98.42273493495772,98.97587491288999,4,164
2024-04-20,97.08122878470095,97.72260201533891,99.19808476076786,4,163
2024-04-21,98.97348612455079,100.45118135942862,98.85563958807606,4,162
2024-04-22,99.06023020994103,101.02526792733148,98.42633799311976,4,161
2024-04-23,101.46324211248529,105.62851251764766,98.45314105875961,4,160
2024-04-24,98.80763903521888,102.85127151455815,98.967246729784,4,159
2024-04-25,99.3015473423336,98.2692890330128,98.45657522886623,4,158
2024-04-26,98.96528823029476,97.30475598595493,98.28715421732284,4,157
2024-04-27,97.83132196238047,101.47575751451951,99.1064302276919,4,156
2024-04-28,100.14282281451501,96.03930037893808,98.74502278257914,4,155
2024-04-29,99.75193303268678,105.49437629756306,100.5039929885827,4,154
2024-04-30,99.79103194704305,103.53832036216386,96.34903019160699,4,153
2024-05-01,98.09061254520526,98.59247304368589,100.09150685192246,5,152
2024-05-02,100.4027943109361,94.86059641272736,100.24608519249763,5,151
2024-05-03,97.59814893720772,104.06161712249624,96.92660976759186,5,150
2024-05-04,99.58685709380028,99.65638046424215,98.65731240591965,5,149
2024-05-05,101.19045562580997,103.71344893592038,98.6285591340042,5,148
2024-05-06,98.00946367486931,95.2167170236169,97.59248830528217,5,147
2024-05-07,98.43370227039723,98.20187493113868,98.22218331240913,5,146
2024-05-08,99.09965136508764,100.01573109915455,97.88942415453417,5,145
2024-05-09,98.4965243458838,100.14094178129423,100.75227044342363,5,144
2024-05-10,97.44933656893387,98.64980358556227,99.93567839314746,5,143
2024-05-11,99.06856297480603,101.86854979704249,100.27155509499416,5,142
2024-05-12,97.93769628627389,96.79713871185221,99.72167206404323,5,141
2024-05-13,99.47359243063518,99.57286154493612,97.87094822878277,5,140
2024-05-14,98.0805757657662,100.36088689513569,98.47547973372022,5,139
2024-05-15,100.54993440501754,101.54331650217625,99.48937456122792,5,138
2024-05-16,98.21674670766376,102.13484463426667,97.77787219110806,5,137
2024-05-17,98.67793848379432,96.62607372448639,99.71299843017239,5,136
2024-05-18,99.81351721736966,95.39765748779314,98.75967460184187,5,135
2024-05-19,97.76913568356605,103.83303046569553,98.6251791924504,5,134
2024-05-20,99.22745993460413,100.99694203593877,99.7109599682035,5,133
2024-05-21,100.30714275428242,97.75454039033033,99.44426331148604,5,132
2024-05-22,97.39251676543877,104.65345592656757,98.63903383418092,5,131
2024-05-23,99.18463385853231,100.34702390287858,100.15932980336424,5,130
2024-05-24,99.25988279424843,103.53789155219148,97.91893667240011,5,129
2024-05-25,99.78182287177731,100.20255544423033,99.61593560694426,5,128
2024-05-26,97.76304928912192,106.18224377464597,99.59310125796839,5,127
2024-05-27,97.67954338691573,105.26602252732961,98.69045356068601,5,126
2024-05-28,99.5219415656169,99.25310755456277,99.32613302224212,5,125
2024-05-29,99.29698467323318,102.91471285286306,97.74888642361469,5,124
2024-05-30,99.25049285034588,101.93612784875545,99.9240270192069,5,123
2024-05-31,99.34644820949697,104.10589467259705,98.81509786355701,5,122
2024-06-01,98.31997527842151,97.10522961825968,98.47727697948096,6,121
2024-06-02,99.232253697161,102.05815437999532,100.04900922583688,6,120
2024-06-03,99.29307247329868,103.17527346054877,98.29565630945724,6,119
2024-06-04,98.28564858197363,94.72378154073066,97.59153870363645,6,118
2024-06-05,100.86577451114475,96.45022446200268,97.4433708264761,6,117
2024-06-06,99.47383292091179,93.88230346671969,99.60600995134564,6,116
2024-06-07,97.80869650279735,99.19177949666633,97.71957064750372,6,115
2024-06-08,99.65655360863383,102.15262676738789,100.75479418198437,6,114
2024-06-09,98.02531832977267,104.50707115628808,96.91807059211628,6,113
2024-06-10,99.78708460374246,100.22228434125932,100.69645636829004,6,112
2024-06-11,100.15859557900741,104.88584663671388,99.21101746720262,6,111
